idChemicals,Pubchem_CID,CAS,Name,IUPAC_name,Odor_notes,Odor_tags,Odor_sources,OR_sources,Olfactory_Receptors
4709,19693171.0,61444-39-1,hex-3-enyl hexadecanoate,[(E)-hex-3-enyl] hexadecanoate,fatty;green;waxy,mild fatty-waxy;slightly green taste,FlavorBase10,,
4710,140045953.0,,Hexenyl hexanoate; 1-Hexen-3-yl hexanoate,hex-1-en-3-yl hexanoate,fruity;tropical,fruity;tropical odor,FlavorBase10,,
4711,6436647.0,56922-79-3,(Z)-Hex-2-enyl hexanoate,[(Z)-hex-2-enyl] hexanoate,apple;fruity;green;pear,apple-pear-like;fruity-green,FlavorBase10,,
4712,5352975.0,84434-19-5,Hex-3-enyl hexanoate,[(E)-hex-3-enyl] hexanoate,apple;fatty;fruity;green;pear,fatty-apple-pear-like odor;fruity-green,FlavorBase10;Flavorbase,,
4713,13611942.0,84434-19-5,hexenyl isobutyrate,[(E)-hex-1-enyl] 2-methylpropanoate,fruity,fruity,FlavorBase10,,
4714,58451779.0,84434-19-5,5-hexenyl isobutyrate,hex-5-enyl 2-methylpropanoate,fresh;fruity;green;pineapple;quince,fresh;green fruity;pineapple;useful in quince,FlavorBase10,,
4715,5352462.0,84434-19-5,(E)-2-Hexenyl isobutyrate,[(E)-hex-2-enyl] 2-methylpropanoate,apple;fruity;green,apple notes;fruity;green,FlavorBase10,,
4716,184852.0,49776-81-0,5-hexenyl isothiocyanate,6-isothiocyanatohex-1-ene,fatty;green;pungent;wasabi,fatty;green;pungent;wasabi,FlavorBase10;OdorRactor;TGSC;Flavorbase,,
4717,6366079.0,85554-71-8,85554-71-8,[(E)-hex-2-enyl] 2-hydroxypropanoate,fresh;green;leafy;tropical;waxy,fresh green odor;green leafy waxy;tropical,FlavorBase10,,
4718,20836241.0,85554-70-7,cis-3-Hexenyl levulinate,[(Z)-hex-3-enyl] 4-oxopentanoate,apple;caramellic;earthy;fruity;green,caramellic;earthy;green;green apple-like;somewhat fruity,FlavorBase10,,
4719,37065.0,10032-11-8,10032-11-8,hex-3-enyl 3-methylbutanoate,apple;fruity;green;sweet,fruity;green apple odor and taste;sweet,FlavorBase10;TGSC;Flavorbase;Odoractor,,
4720,91749807.0,10032-11-8,(Z)-3-Hexenyl nonanoate,[(Z)-hex-3-enyl] nonanoate,fruity;green;herbal;oily;waxy,fruity;herbal-green;oily;waxy,FlavorBase10,,
4721,91748280.0,10032-11-8,5-hexenyl 7-octenoate,hex-5-enyl oct-7-enoate,chinese;fatty;fruity;quince,chinese quince-like;fatty;fruity,FlavorBase10,,
4722,15461361.0,67883-79-8,cis-3-Hexenyl tiglate,[(Z)-hex-3-enyl] (E)-2-methylbut-2-enoate,banana;cortex;earthy;fatty;fruity;green;herbaceous;herbal;mushroom;pepper;radish;vegetable;vegetative,banana;cortex;earthy;fatty;green herbal;herbaceous;mushroom taste;mushroomradish;pepper;vegetable;vegetative fruity odor,FlavorBase10;SigmaAldrich;TGSC,,
4723,94454.0,34316-64-8,Hexyl laurate,hexyl dodecanoate,creamy;fatty;oily;waxy,fatty-waxy creamy odor & taste;mild oily,FlavorBase10,,
4724,227875.0,79868-50-1,79868-50-1,hexyl 2-ethylbutanoate,apple;fruity;herbaceous;sweet;waxy;winey,fruity apple-waxy-like odor;sweet;winey-herbaceous,FlavorBase10,,
4725,14745448.0,24431-34-3,hexyl levulinate,hexyl 4-oxopentanoate,caramellic;fruity;warm;winey,slightly fruity;warm winey-caramellic,FlavorBase10,,
4726,91748282.0,24431-34-3,hexyl 7-octenoate,hexyl oct-7-enoate,chinese;fatty;quince,chinese quince-like;fatty,FlavorBase10,,
4727,88466.0,24431-34-3,hexyl octadec-9-enoate,hexyl octadec-9-enoate,bland;oily;sweet,bland;mild oily sweet odor,FlavorBase10,,
4728,170623.0,42231-99-2,Hexyl tetradecanoate,hexyl tetradecanoate,fatty;odorless;waxy,mild slightly fatty-waxy taste;nearly odorless,FlavorBase10,,
4729,66768.0,95-41-0,Dihydroisojasmone,2-hexylcyclopent-2-en-1-one,celery;dry;floral;fresh;fruity;hay;herbaceous;herbal;jasmin;sweet;wax;woody,celery;dry;floral;fresh;herbaceous;very sweet jasmin-hay odor with fruity herbal;wax;woodyjasmine,FlavorBase10;OdorRactor;TGSC,,
4730,53424309.0,13893-39-5,2-HEXYLDEC-2-ENAL,2-hexyldec-2-enal,bloody;metallic;orange,bloody odor;metallic;orange,FlavorBase10,,
4731,5362697.0,99915-14-7,2-Butyloct-2-enal,(Z)-2-butyloct-2-enal,aldehydic;citrus;fatty;fruity;grassy;green,adds fatty;aldehydic and fruity flavor notes;citrus;grassy;green,FlavorBase10,,
4732,93845.0,57931-25-6,(Hexyloxy)acetic acid,2-hexoxyacetic acid,,,,,
4733,73635.0,446-71-9,Homoeriodictyol,"(2S)-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-2,3-dihydrochromen-4-one",bitter,bitterness blocker,FlavorBase10,,
4734,78122726.0,462631-45-4,462631-45-4,"sodium;5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-2,3-dihydrochromen-7-olate",bitter,used for masking bitter tastes,FlavorBase10,,
4735,85826.0,15295-60-0,"(2,2-Diethoxy-1-methylethyl)benzene","1,1-diethoxypropan-2-ylbenzene",earthy;floral;green;musty,earthy-floral;musty-green odor,FlavorBase10,,
4736,3017624.0,65738-46-7,(2-Methoxy-1-methylethyl)benzene,1-methoxypropan-2-ylbenzene,floral;sharp,floral;rather sharp,FlavorBase10,,
4737,101.0,100-83-4,3-hydroxybenzaldehyde,3-hydroxybenzaldehyde,aromatic;medicinal;phenolic;sweet,slightly phenolic-medicinal;sweet aromatic,FlavorBase10,,
4738,7420.0,25302-76-5,3-Hydroxybenzoic acid,3-hydroxybenzoic acid,rose;sweet,enhances sweetness (e.g. of sucrose as well a,FlavorBase10,,
4739,11788491.0,25302-76-5,4-hydroxybenzyl acetate,(4-hydroxyphenyl)methyl acetate,floral;green;phenolic,mild green floral with phenolic notes,FlavorBase10,,
4740,79310.0,5355-17-9,4-(Methoxymethyl)phenol,4-(methoxymethyl)phenol,earthy;green;medicinal;phenolic;sweet,medicinal;phenolic;slightly earthy;somewhat green;sweet,FlavorBase10,,
4741,111509.0,68648-26-0,4-Hydroxy-2-butanone,4-hydroxybutan-2-one,caramellic;milky;sweet,milky somewhat caramellic;sweet,FlavorBase10,,
4742,441.0,26063-00-3,3-hydroxybutyric acid,3-hydroxybutanoic acid,cheese;fruity;sweaty,cheese notes;fruity;sweaty,FlavorBase10,,
4743,101950342.0,26063-00-3,Hydroxycitronellal dibutyl acetal,"8,8-dibutoxy-2,6-dimethyloctan-2-ol",floral;green,green-floral,FlavorBase10,,
4744,2840655.0,26063-00-3,AC1MDPBT,"7-(1,3-dioxolan-2-yl)-2,6-dimethylheptan-2-ol",floral,floral,FlavorBase10,,
4745,106826.0,67801-36-9,67801-36-9,"8,8-di(indol-1-yl)-2,6-dimethyloctan-2-ol",animal;erogenic;floral;flower;jasmin;muguet;orange,animal-like note;erogenic;floral;jasmin;muguet;orange flower,FlavorBase10,,
4746,249494.0,107-74-4,Hydroxycitronellol,"3,7-dimethyloctane-1,7-diol",clean;floral;green;lily;peony;rose;sweet,clean;floral-rose odor;green;lily;peony;sweet,FlavorBase10;OdorRactor;TGSC;Flavorbase,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,Or10j5;OR10J5;Or52ab4;
4747,61502.0,10316-66-2,"2-Cyclohexen-1-one, 2-hydroxy-",2-hydroxycyclohex-2-en-1-one,burnt;caramellic;chemical;foenugreek;harsh,caramellic;harsh chemical;intense foenugreek character;somewhat burnt,FlavorBase10,,
4748,102803.0,166164-76-7,4-(1-hydroxyethyl)phenol,4-(1-hydroxyethyl)phenol,,,,,
4749,12691664.0,17046-01-4,"2-Heptanone, 1-hydroxy-",1-hydroxyheptan-2-one,,,,,
4750,151492.0,10191-24-9,3-Hydroxyhexanoic acid,3-hydroxyhexanoic acid,cheese;fruity,cheese notes;fruity,FlavorBase10,,
4751,95609.0,52217-03-5,4-Hydroxyhexan-3-one,4-hydroxyhexan-3-one,buttery;caramellic;dairy,caramellic;dairy notes;somewhat buttery,FlavorBase10,,
4752,556628.0,83212-19-5,8-hydroxy-p-menth-4-en-3-one,2-(2-hydroxypropan-2-yl)-5-methylcyclohex-2-en-1-one,herbaceous;minty,herbaceous;minty,FlavorBase10,,
4753,8991.0,148-53-8,2-Hydroxy-3-methoxybenzaldehyde,2-hydroxy-3-methoxybenzaldehyde,medicinal;pungent;sweet;vanilla,"but very sweet and mildly pungent ""medicinal""",FlavorBase10,,
4754,12127.0,621-59-0,3-Hydroxy-4-methoxybenzaldehyde,3-hydroxy-4-methoxybenzaldehyde,floral;hay;herbaceous;vanilla,floral-herbaceous;hay-like;somewhat vanilla,FlavorBase10,,
4755,61200.0,698-27-1,2-Hydroxy-4-methylbenzaldehyde,2-hydroxy-4-methylbenzaldehyde,almond;bitter;burnt;caramel;cherry;coumarinic;fruity;phenolic;sweet,almond;bitter;burnt;cherryfruity;coumarinic aspects;phenolic;sweet notes of caramel,FlavorBase10;SigmaAldrich;TGSC;OdoRactor,,
4756,11851026.0,57548-36-4,4-hydroxy-6-methylheptan-2-one,4-hydroxy-6-methylheptan-2-one,,,,,
4757,13664902.0,68113-56-4,1-HYDROXY-5-METHYLHEXAN-2-ONE,1-hydroxy-5-methylhexan-2-one,,,,,
4758,92779.0,10303-64-7,2-Hydroxy-4-methylpentanoic acid,2-hydroxy-4-methylpentanoic acid,cheese;dairy;fruity;milky,cheesey;dairy;fruity;milky notes,FlavorBase10,,
4759,164623.0,488-15-3,2-hydroxy-3-methylpentanoic acid,2-hydroxy-3-methylpentanoic acid,butter;cheese;cream;fruity,butter & cheese notes;cream;fruity,FlavorBase10,,
4760,31256.0,123-42-2,Diacetone alcohol,4-hydroxy-4-methylpentan-2-one,fresh;fruity;ketonic;minty,fresh;fruity undertone;ketonic;slightly minty,FlavorBase10,,
4761,5320521.0,38963-94-9,Raspberry ketone glucoside,"4-[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]butan-2-one",,,,,
4762,269023.0,36901-87-8,N-Hydroxy-L-proline,1-hydroxypyrrolidine-2-carboxylic acid,odorless,virtually odorless,FlavorBase10,,
4763,98004.0,80550-09-0,2-Hydroxypropyl phenylacetate,2-hydroxypropyl 2-phenylacetate,balsamic;honey,balsamic honey notes,FlavorBase10,,
4764,101080.0,59569-67-4,59569-67-4,2-hydroxypropyl pentanoate,fruity;sweet,sweet fruity,FlavorBase10,,
4765,8871.0,27341-45-3,2-HYDROXYPYRIDINE,1H-pyridin-2-one,animal;burnt;nutty;smoky,animallic;burnt notes;slightly nutty;somewhat smoky,FlavorBase10,,
4766,68130.0,496-64-0,3-hydroxy-2H-pyran-2-one,3-hydroxypyran-2-one,caramel;fruity;sweet,caramel-like;fruity fragrance and aroma effective for swee,FlavorBase10,,
4767,21924868.0,8013-17-0,8013-17-0,"2,3,4,5,6-pentahydroxyhexanal;1,3,4,5,6-pentahydroxyhexan-2-one",sugar;sweet,sweet sugar taste,FlavorBase10,,
4768,68057.0,475-03-6,"1,1,6-Trimethyltetralin","4,4,7-trimethyl-2,3-dihydro-1H-naphthalene",camphoraceous;fruit;fruity;naphthalenic;naphthyl;woody,camphoraceous;contributes to fruitiness of flavors;naphthalenic;naphthylfruity;woody,FlavorBase10;OdorRactor;Flavorbase,,
4769,5363741.0,49816-69-5,gamma-Ionone,"(E)-4-(2,2-dimethyl-6-methylidenecyclohexyl)but-3-en-2-one",floral;fruity;green;raspberry;violet;woody,floral;fruity raspberry taste;green;woody odor w/violet notes,FlavorBase10;TGSC;Flavorbase;ODoRactor,,
4770,5371002.0,79-69-6,alpha-Irone,"(E)-4-(2,5,6,6-tetramethylcyclohex-2-en-1-yl)but-3-en-2-one",berry;floral;orris;powdery;raspberry;sweet;violet;woody,berry-like on dilution;floral;orris-violet like;powdery;raspberry;sweet;woody,FlavorBase10;OdorRactor;TGSC;Flavorbase,,
4771,5375215.0,72074-84-1,beta-Irone,"(E)-4-(2,5,6,6-tetramethylcyclohexen-1-yl)but-3-en-2-one",berry;floral;fresh;fruity;fruty;powdery;sweet;violet;woody,floral;fresh;fruity odor;powdery;slightly fruty berry on dilution;sweet;violet;woody,FlavorBase10;OdorRactor;TGSC,,
4772,347713.0,28457-05-8,3-methylbutyl 2-aminobenzoate,3-methylbutyl 2-aminobenzoate,grape;plum,plum-grape like flavor,FlavorBase10,,
4773,117478.0,25415-77-4,2-Butenoic acid 3-methyl butyl ester,3-methylbutyl but-2-enoate,apple;chamomille;fruity;rum;sharp,apple;chamomille like notes;fruity rum;sharp,FlavorBase10,,
4774,69203.0,615-12-3,615-12-3,3-methylbutyl furan-2-carboxylate,chocolate;sugar,chocolate note in sugar syrup at 2 ppm,FlavorBase10,,
4775,95950.0,62488-24-8,3-Methylbutyl tetradecanoate,3-methylbutyl tetradecanoate,fatty;mouthfeel;waxy,mild fatty-waxy;possible use as a mouthfeel agent,FlavorBase10,,
4776,3019031.0,81974-61-0,3-Methylbutyl hexadecanoate,3-methylbutyl hexadecanoate,fatty;mouthfeel;waxy,mild fatty-waxy;possible use as a mouthfeel agent,FlavorBase10,,
4777,53959463.0,81974-61-0,Isoamyl undecanoate,3-methylbutyl undecanoate,brandy;oily;vinous,oily;rosy with vinous-brandy undertones,FlavorBase10,,
4778,114601.0,12262-03-2,3-Methylbutyl undec-6-enoate,3-methylbutyl undec-6-enoate,brandy;floral;herbaceous;rose;wax;winey,brandy like;floral;rose;wax;winey-herbaceous in high dilution,FlavorBase10;OdorRactor;TGSC,,
4779,6950273.0,125-12-2,Isobornyl acetate,"[(1S,2S,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate",camphoraceous;eathy;fruity;herbal;pine;woody,camphoraceous;eathy;pine needle;woody-herbal-fruity,FlavorBase10,,
4780,6430920.0,58479-55-3,Isobornyl butyrate,"[(1S,2S,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] butanoate",fruity;herbaceous;pine;warm;woody,fruity-herbaceous;pine-woody;warm,FlavorBase10,,
4781,519415.0,1741-41-9,Isobutyraldehyde Diethyl Acetal,"1,1-diethoxy-2-methylpropane",apple;ethereal;fermented;fruity;green;malty,ethereal;green;malty with apple & fermented fruity notes,FlavorBase10,,
4782,545267.0,13262-24-3,"2-methyl-1,1-bis(2-methylpropoxy)propane","2-methyl-1,1-bis(2-methylpropoxy)propane",alcoholic;cocoa;ethereal;fermented;green;malty,ethereal;fermented;green;malty-cocoa;somewhat alcoholic,FlavorBase10,,
4783,57347853.0,13112-63-5,13112-63-5,3-methyl-1-[2-methyl-1-(3-methylbutoxy)propoxy]butane,alcoholic;cocoa;ethereal;fermented;green;malty,ethereal;fermented;green;malty-cocoa;somewhat alcoholic,FlavorBase10,,
4784,53428112.0,253679-74-2,253679-74-2,1-(1-ethoxy-2-methylpropoxy)-3-methylbutane,alcoholic;cocoa;ethereal;fermented;green;malty,ethereal;fermented;green;malty-cocoa;somewhat alcoholic,FlavorBase10,,
4785,146679225.0,1401305-82-5,U6Q3X367BH,1-ethoxy-2-methyl-1-(2-methylpropoxy)propane,alcoholic;cocoa;ethereal;fermented;green;malty,ethereal;fermented;green;malty-cocoa;somewhat alcoholic,FlavorBase10,,
4786,53422438.0,238757-42-1,1-ETHOXY-2-METHYL-1-PROPOXYPROPANE,1-ethoxy-2-methyl-1-propoxypropane,alcoholic;cocoa;ethereal;fermented;green;malty,ethereal;fermented;green;malty-cocoa;somewhat alcoholic,FlavorBase10,,
4787,7352.0,9011-15-8,Isobutyl methacrylate,2-methylpropyl 2-methylprop-2-enoate,acrylic;chamomille;pungent,chamomille-like topnote;pungent acrylic odor,FlavorBase10,,
4788,226902.0,6297-42-3,Isobutyl 2-methylvalerate,2-methylpropyl 2-methylpentanoate,apple;fatty;fruity;oily,apple connotation;fatty;fruity;mildly oily,FlavorBase10,,
4789,123385408.0,6297-42-3,isobutyl decenoate,2-methylpropyl dec-2-enoate,fruity;green;pear;pineapple,fruity;green;pear-pineapple connotation,FlavorBase10,,
4790,101338.0,37811-72-6,Isobutyl laurate,2-methylpropyl dodecanoate,creamy;fatty;fermented;oily;winey,fatty-winey odor and creamy fatty-fermented t;oily,FlavorBase10,,
4791,66967.0,110-34-9,Isobutyl palmitate,2-methylpropyl hexadecanoate,fatty;odorless;waxy,essentially odorless;mild fatty-waxy taste,FlavorBase10,,
4792,77366.0,3757-32-2,Isobutyl 4-oxovalerate,2-methylpropyl 4-oxopentanoate,caramellic;fruity;herbaceous;oily,fruity;herbaceous;oily-caramellic,FlavorBase10,,
4793,522262.0,67421-83-4,Methyl i-butyl disulfide,2-methyl-1-(methyldisulfanyl)propane,allium;green;meaty;savory;sulfurous;vegetative,allium;green;meaty;savory;sulfurous;vegetative,FlavorBase10,,
4794,237452.0,4351-12-6,4351-12-6,"2,4-dimethyl-2-(2-methylpropyl)-1,3-dioxolane",,,,,
4795,169223.0,30982-03-7,Isobutyl nonanoate,2-methylpropyl nonanoate,fruity;oily;rose;winey,fruity winey odor;oily-rosy;rose,FlavorBase10;Flavorbase,,
4796,79487.0,5432-66-6,Isobutyl phenoxyacetate,2-methylpropyl 2-phenoxyacetate,herbaceous;honey;sweet,honey-like;sweet-herbaceous,FlavorBase10,,
4797,521321.0,5129-38-4,"Pivalic acid, 2-methylpropyl ester","2-methylpropyl 2,2-dimethylpropanoate",fruity,strong fruity odor reminiscent of isobutyl is,FlavorBase10,,
4798,83084.0,13051-48-4,Isobutyl pyruvate,2-methylpropyl 2-oxopropanoate,caramellic;ethereal;fruity;sweet,caramellic flavor;sweet ethereal-fruity,FlavorBase10,,
4799,91361.0,25263-97-2,Isobutyl myristate,2-methylpropyl tetradecanoate,fatty;wax;waxy,mild fatty-waxy;wax,FlavorBase10;Flavorbase,,
4800,66356.0,10588-10-0,Isobutyl valerate,2-methylpropyl pentanoate,apple;berry;ethereal;fruity;sweet;winey,apple;ethereal;fruity;sweet fruity apple-berry-winey taste,FlavorBase10;OdorRactor;TGSC;Flavorbase,,
4801,23037164.0,10588-10-0,isobutylidene furfurylamine,N-(furan-2-ylmethyl)-2-methylpropan-1-imine,aldehydic;chocolate;flora;green,aldehydic odor;chocolate;flora-;green,FlavorBase10,,
4802,574813.0,61323-24-8,2-Isobutyl-4-methylthiazole,"4-methyl-2-(2-methylpropyl)-1,3-thiazole",green;leafy;tomato;vegetable,strong green vegetable tomato leafy character,FlavorBase10,,
4803,14701079.0,39800-92-5,39800-92-5,"2-(2-methylpropyl)-2,5-dihydro-1,3-thiazole",bean;earthy;green;pepperoni;tarry,beany;earthy;green;pepperoni odor;tarry,FlavorBase10,,
4804,15619.0,41632-89-7,"1,1-DIMETHOXY-2-METHYLPROPANE","1,1-dimethoxy-2-methylpropane",apple;ethereal;fermented;fresh;fruity;malty,ethereal;fermented apple-like note;fresh;malty;somewhat fruity,FlavorBase10,,
4805,5791138.0,85960-81-2,(Z)-4-(1-Propenyl)phenol,4-[(Z)-prop-1-enyl]phenol,phenolic;spicy;warm,phenolic aroma;warm-spicy,FlavorBase10,,
4806,5314058.0,2698-14-8,1-Methyl-4-isoallylbenzene,1-methyl-4-[(E)-prop-1-enyl]benzene,phenolic;spicy;tea;warm,discretely phenolic;tea-like odor;warm spicy odor,FlavorBase10,,
4807,3019586.0,84019-91-0,4-Allyl-1-butoxy-2-methoxybenzene,1-butoxy-2-methoxy-4-prop-2-enylbenzene,balsamic;clove;floral;spicy;sweet,balsamic floral with faint spicy clove connot;sweet,FlavorBase10,,
4808,6428969.0,61114-23-6,Isoeugenyl isovalerate,[2-methoxy-4-[(E)-prop-1-enyl]phenyl] 3-methylbutanoate,aromatic;fruity;herbaceous;spicy;sweet;woody,aromatic;spicy;sweet;woody & herbaceous-fruity notes,FlavorBase10,,
4809,6536347.0,7779-06-8,trans-Isogeraniol,"(3E)-3,7-dimethylocta-3,6-dien-1-ol",floral;rose,rose-floral,FlavorBase10;Flavornet,,
4810,22169177.0,7779-06-8,SCHEMBL332926,5-methylhexyl butanoate,fruity;herbal;oily;winey,fruity;oily;somewhat herbal;winey,FlavorBase10,,
4811,18757749.0,7779-06-8,isoheptyl isobutyrate,5-methylhexyl 2-methylpropanoate,fruity;herbal;oily;winey,fruity;oily;somewhat herbal;winey,FlavorBase10,,
4812,227544.0,5444-77-9,4-methylpentyl benzoate,4-methylpentyl benzoate,balsamic;fruity;sweet,mildly fruity-balsamic odor;sweet,FlavorBase10,,
4813,71587815.0,850309-45-4,4-Methylpentyl isovalerate,4-methylpentyl 3-methylbutanoate,fruity;green;pungent;sharp,fruity pungent odor;initial notes are sharp green,FlavorBase10,,
4814,535665.0,92195-46-5,"Benzeneethanamine, N-(3-methylbutylidene)-",3-methyl-N-(2-phenylethyl)butan-1-imine,fishy;seafood,fishy;seafood notes on dilution,FlavorBase10,,
4815,11038.0,15358-88-0,3-Pinanone,"2,6,6-trimethylbicyclo[3.1.1]heptan-3-one",camphoraceous;herbaceous;hyssop;pine,camphoraceousl reminiscent of hyssop;herbaceous;piney,FlavorBase10,,
4816,6557.0,26796-44-1,ISOPRENE,"2-methylbuta-1,3-diene",gassy;penetrating,mild penetrating gassy odor,FlavorBase10,,
4817,521364.0,5205-12-9,3-Methyl-3-butenyl benzoate,3-methylbut-3-enyl benzoate,balsamic;floral;sweet;tea,floral;sweet balsamic;tea-like,FlavorBase10,,
4818,6429316.0,54702-13-5,3-methyl-3-butenyl butanoate,3-methylbut-3-enyl butanoate,apple;fruity;green,apple note;fruity;green,FlavorBase10,,
4819,6429317.0,53655-22-4,3-Methyl-3-butenyl hexanoate,3-methylbut-3-enyl hexanoate,fruity;green;pineapple;tropical,fruity;green;tropical & pineapple note,FlavorBase10,,
4820,3019775.0,84254-81-9,3-Methylbut-3-enyl 2-methylbutyrate,3-methylbut-3-enyl 2-methylbutanoate,apple;green,green apple notes,FlavorBase10,,
4821,71586903.0,6839-75-4,3-Isopropenylpentanedioic acid,3-prop-1-en-2-ylpentanedioic acid,cooked;roasted;savory,cooked;roasted;savory,FlavorBase10;OdorRactor;TGSC,,
4822,3086387.0,94089-22-2,2-Isopropoxy-3-methylpyrazine,2-methyl-3-propan-2-yloxypyrazine,fruity;green;paprika;sweet,fruity;green;paprika notes;sweet,FlavorBase10,,
4823,68329.0,542-08-5,Isopropyl acetoacetate,propan-2-yl 3-oxobutanoate,apple;brandy;caramellic;fermented;fruit;fruity,brandy;caramellic;fermented;fruity;heavy fruit-apple notes,FlavorBase10,,
4824,61184.0,638-11-9,Isopropyl butyrate,propan-2-yl butanoate,buttery;creamy;estery;ethereal;fruity;green;pineapple;ripe;strawberry;sweet;wax,creamy;estery;ethereal;fruity green;pineapple-strawberry & buttery odor;ripe taste;sweetfruity;wax,FlavorBase10;SigmaAldrich;TGSC;OdoRactor,,
4825,5354359.0,18060-77-0,Isopropyl crotonate,propan-2-yl (E)-but-2-enoate,apple;chamomille;fruity;sweet,apple;chamomille like notes;fruity;sweet,FlavorBase10,,
4826,25068.0,10233-13-3,Isopropyl dodecanoate,propan-2-yl dodecanoate,cream;dairy;fatty;floral;fruity;green;oily;waxy,dairy & fruity notes;slightly green floral with cream;waxy-fatty-oily,FlavorBase10,,
4827,520710.0,34997-46-1,Isopropyl heptanoate,propan-2-yl heptanoate,fresh;fruity;green;vinous,fruity-green;refreshing;vinous taste  below 40 ppm,FlavorBase10,,
4828,527990.0,25415-69-4,"Pentanoic acid, 4-methyl, 1-methylethyl ester",propan-2-yl 4-methylpentanoate,apple;fruity;pineapple,fruity;pineapple-apple notes,FlavorBase10,,
4829,61160.0,617-51-6,ISOPROPYL LACTATE,propan-2-yl 2-hydroxypropanoate,buttery;caramellic;fruity;milky,buttery;fruity with caramellic note;milky,FlavorBase10,,
4830,89084.0,21884-26-4,Isopropyl 4-oxopentanoate,propan-2-yl 4-oxopentanoate,banana;beans;boiled;fruity;melon;red;sweet,boiled red beans;fruity;melon and banana;sweet,FlavorBase10,,
4831,570886.0,99985-64-5,propan-2-yl 2-(methylamino)benzoate,propan-2-yl 2-(methylamino)benzoate,grape;mandarin;petitgrain,mandarin-grape-petitgrain with grape-like tas,FlavorBase10,,
4832,68379.0,553-60-6,Isopropyl nicotinate,propan-2-yl pyridine-3-carboxylate,floral;fruit;herbaceous;tobacco,enhances floral/fruit notes in dilution;mild tobacco-herbaceous,FlavorBase10,,
4833,119911.0,28267-32-5,Isopropyl nonanoate,propan-2-yl nonanoate,fermented;fruity;melon;oily;winey,winey-fruity-oily with melon and fermented no,FlavorBase10,,
4834,5368972.0,55584-26-4,Isopropyl sorbate,"propan-2-yl (2E,4E)-hexa-2,4-dienoate",fruity;green;tropical,fruity;green-tropical,FlavorBase10,,
4835,228303.0,25904-16-9,15876-32-1,(4-propan-2-ylcyclohexyl) acetate,camphoraceous;fruity;minty;sweet;woody,fruity;sweet-camphoraceous;woody-minty,FlavorBase10,,
4836,529055.0,104691-40-9,"2-isopropyl-4,6-dimethyl-1,3,5-dithiazinane","4,6-dimethyl-2-propan-2-yl-1,3,5-dithiazinane",cocoa;ground;groundnut;nut;roasted;sulfurous,cocoa;ground nuts;groundnut;roasted note flavor;sulfurous,FlavorBase10;Flavorbase,,
4837,40787.0,53498-30-9,"2-ISOPROPYL-4,5-DIMETHYLTHIAZOLE","4,5-dimethyl-2-propan-2-yl-1,3-thiazole",earthy;nutty;potato;roasted,nutty;potato;roasted;somewhat earthy,FlavorBase10,,
4838,102492051.0,53498-30-9,Isopropylideneglyceryl 5-oxodecanoate,"(4,5-dihydroxy-2-methylpent-2-en-3-yl) 5-oxodecanoate",butter;lactone,a precursor for butter flavor (i.e. delta-dec,FlavorBase10,,
4839,12059.0,90480-88-9,3-Isopropylphenol,3-propan-2-ylphenol,animal;leathery;medicinal;phenolic,animalic;leathery odor;phenolic-medicinal,FlavorBase10,,
4840,69674.0,696-30-0,4-Isopropylpyridine,4-propan-2-ylpyridine,animal;earthy;green;herbaceous;sweet,animalic odor with green herbaceous notes;sweet earthy,FlavorBase10,,
4841,83453.0,13439-98-0,13439-98-0,"3-methyl-1,1-bis(2-methylpropoxy)butane",alcoholic;cocoa;fermented;green;malty,fermented;green;malty-cocoa;somewhat alcoholic,FlavorBase10,,
4842,13406641.0,13112-69-1,"1,1-DIBUTOXY-3-METHYLBUTANE","1,1-dibutoxy-3-methylbutane",cocoa;fermented;fruity;green;herbaceous;malty,cocoa;fruity;green-herbaceous;malty;slightly fermented,FlavorBase10,,
4843,140045960.0,,Isovaleraldehyde dihexyl acetal,1-(1-hexoxy-3-methylbutoxy)hexane,alcoholic;cocoa;fermented;green;malty,fermented;green;malty-cocoa;somewhat alcoholic,FlavorBase10,,
4844,57347944.0,13285-51-3,Diisopentyl acetal,"3-methyl-1,1-bis(3-methylbutoxy)butane",alcoholic;cocoa;fermented;green;malty,fermented;green;malty-cocoa;somewhat alcoholic,FlavorBase10,,
4845,143444.0,57094-35-6,"1,1-Dimethoxy-3-methylbutane","1,1-dimethoxy-3-methylbutane",cocoa;ethereal;fermented;fruity;green;malty,cocoa;ethereal;fruity;green;malty;slightly fermented,FlavorBase10,,
4846,12731072.0,57094-35-6,isovaleraldehyde dipropyl acetal,"3-methyl-1,1-dipropoxybutane",cocoa;ethereal;fermented;fruity;green;malty,cocoa;ethereal;fruity;green;malty;slightly fermented,FlavorBase10,,
